Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Credit_Score,Number_of_Credit_Lines,Credit_Utilization_Ratio,Debt_To_Income_Ratio,Number_of_Late_Payments,sss,Total_Transactions_Last_Year,Total_Spend_Last_Year,Defaulted,CLV,Total_Transactions,Avg_Transaction_Amount,Max_Transaction_Amount,Min_Transaction_Amount,Fraud_Transactions,Unique_Merchant_Categories,Unique_Transaction_Cities,,
CUST_00650,57,Female,Single,High School,Self-employed,70648,673,9,0.07,0.2,2,8,25,19194,0,25933,22,399.0568181818182,1641.38,18.79,0,10,17,,
CUST_00651,58,Male,Married,Master,Employed,70052,677,2,0.21,0.21,0,9,35,19117,0,59666,20,325.13849999999996,1705.25,36.59,0,7,12,,
CUST_00652,39,Female,Married,High School,Unemployed,48272,607,4,0.83,0.09,3,23,155,13209,0,56942,17,675.9564705882353,3166.75,12.33,0,10,12,,
CUST_00653,28,Male,Divorced,High School,Employed,58450,580,2,0.66,0.53,0,24,187,12884,0,42383,19,556.2063157894737,1712.81,2.72,0,8,12,,
CUST_00654,68,Male,Single,Bachelor,Employed,53099,750,4,0.34,0.98,2,17,67,15429,0,35467,18,351.6,1145.07,1.64,0,10,13,,
CUST_00655,65,Male,Married,Master,Employed,64023,671,6,0.06,0.8,1,2,114,12942,0,56759,27,413.6462962962963,1185.85,0.13,0,8,15,,
CUST_00656,21,Female,Married,Bachelor,Self-employed,68687,606,5,0.19,0.2,2,21,156,14934,0,24098,14,587.3514285714285,1513.09,5.92,0,8,10,,
CUST_00657,42,Male,Married,High School,Employed,57402,754,6,0.45,0.78,3,21,135,6449,0,27760,25,445.96799999999996,2337.47,2.16,1,10,13,,
CUST_00658,37,Female,Single,Master,Self-employed,61733,575,2,0.15,0.98,0,3,54,23878,0,82797,15,565.284,2794.82,1.47,0,9,10,,
CUST_00659,27,Female,Single,High School,Employed,59999,606,1,0.76,0.84,1,10,98,18918,1,34089,23,415.5426086956522,1526.8,3.1,0,9,13,,
CUST_00660,45,Female,Single,Bachelor,Unemployed,36405,626,5,0.79,0.47,2,4,195,11715,0,21461,18,380.65722222222223,1155.86,3.39,0,8,14,,
CUST_00661,65,Male,Single,Bachelor,Self-employed,79407,698,3,0.14,0.27,2,14,115,26678,0,32955,16,351.37625,1434.02,6.16,0,7,11,,
CUST_00662,24,Female,Married,Bachelor,Employed,75534,630,3,0.73,0.75,0,8,114,23822,1,108211,23,474.5052173913043,1409.23,21.52,0,9,16,,
CUST_00663,56,Female,Single,High School,Self-employed,32993,644,5,0.51,0.79,0,27,95,11888,0,47620,21,470.26047619047614,1554.05,5.21,1,10,15,,
CUST_00664,26,Male,Single,Master,Unemployed,91602,588,3,0.96,0.3,0,9,146,9787,1,46289,21,509.12333333333333,1771.73,30.74,0,8,12,,
CUST_00665,51,Male,Married,Bachelor,Employed,66164,641,6,0.79,0.22,1,13,29,8691,1,16562,21,549.5804761904762,1641.07,3.05,1,9,12,,
CUST_00666,39,Male,Married,PhD,Unemployed,68198,636,7,0.59,0.67,2,16,39,15406,1,18186,20,430.72749999999996,1570.87,22.92,1,9,14,,
CUST_00667,64,Male,Single,Master,Employed,52472,570,6,0.6,0.89,0,4,198,18812,0,56037,22,526.7927272727273,1303.59,31.88,0,7,13,,
CUST_00668,59,Female,Single,PhD,Self-employed,61863,634,8,0.18,0.02,0,18,27,11554,0,26120,23,273.0930434782609,984.38,9.51,2,9,15,,
CUST_00669,47,Female,Single,Bachelor,Employed,68194,605,4,0.89,0.99,0,21,51,22108,1,58776,17,401.1411764705882,930.3,41.57,0,8,9,,
CUST_00670,30,Male,Single,High School,Employed,87322,721,6,0.56,0.19,0,1,77,15764,0,45014,16,405.17375,2123.37,17.37,0,8,10,,
CUST_00671,46,Female,Married,Master,Self-employed,43572,663,3,0.57,0.35,3,20,179,17411,0,72624,12,406.97333333333336,858.9,61.46,0,7,10,,
CUST_00672,39,Female,Single,Master,Employed,76854,723,7,0.58,0.05,2,14,59,27077,0,104732,29,461.03137931034485,1695.27,20.7,0,9,16,,
CUST_00673,59,Male,Married,Master,Employed,53688,554,6,0.28,0.06,1,24,121,12799,0,52699,17,393.31,1311.2,1.86,0,9,10,,
CUST_00674,23,Female,Single,Bachelor,Employed,81304,598,6,0.81,0.27,1,20,157,29773,0,56777,15,480.43999999999994,897.89,22.82,0,7,11,,
CUST_00675,65,Female,Divorced,Bachelor,Unemployed,38215,613,3,0.86,0.57,0,19,76,10759,1,12542,21,461.8804761904762,1334.71,87.84,0,9,13,,
CUST_00676,33,Female,Married,Master,Employed,58856,609,1,0.29,0.9,3,19,160,8181,0,36909,30,375.22333333333336,1745.27,7.15,0,10,19,,
CUST_00677,48,Male,Divorced,Master,Employed,28930,665,2,0.44,0.07,4,25,40,8608,1,21466,26,568.0553846153846,2435.19,20.37,0,10,14,,
CUST_00678,40,Female,Single,High School,Employed,50114,635,3,0.18,0.55,1,12,11,12776,0,29878,24,526.5720833333334,1771.36,27.78,1,9,14,,
CUST_00679,48,Male,Married,Bachelor,Employed,52833,599,1,0.24,0.42,2,9,25,8491,0,33571,16,193.191875,618.14,5.47,0,7,11,,
CUST_00680,28,Female,Married,Bachelor,Employed,66533,792,8,0.34,0.99,1,24,77,8266,0,12275,23,476.52478260869566,2425.1,8.88,1,9,13,,
CUST_00681,61,Male,Married,High School,Employed,36457,659,9,0.9,0.19,1,28,98,13310,0,32995,27,456.15444444444444,1115.55,27.88,0,8,16,,
CUST_00682,59,Female,Single,PhD,Employed,84852,548,7,0.63,0.37,0,8,142,18266,0,51782,22,440.25363636363636,1908.88,23.95,0,9,14,,
CUST_00683,21,Male,Single,Bachelor,Unemployed,87450,686,7,0.59,0.03,3,8,53,31968,0,158217,19,494.2952631578948,1558.71,4.81,0,6,11,,
CUST_00684,23,Male,Single,Bachelor,Unemployed,62314,770,3,0.95,0.91,3,5,111,20149,1,82209,20,572.9649999999999,2501.35,13.19,0,9,14,,
CUST_00685,33,Female,Single,Master,Self-employed,40180,686,9,0.79,0.62,2,14,114,4377,0,19492,15,450.16533333333336,2087.76,6.72,1,8,10,,
CUST_00686,48,Male,Married,High School,Self-employed,38697,598,9,0.02,0.59,2,14,113,13320,0,57055,21,555.6733333333333,1504.21,28.26,0,10,13,,
CUST_00687,69,Female,Married,Master,Employed,61458,627,5,0.12,0.05,2,12,185,10414,0,22328,22,533.1595454545454,1747.52,28.24,0,8,14,,
CUST_00688,45,Female,Married,Master,Employed,48115,690,7,0.25,0.1,1,0,41,10848,0,18359,19,669.5636842105263,1576.93,119.3,0,8,14,,
CUST_00689,53,Female,Single,Master,Self-employed,79153,603,1,0.3,0.79,1,19,79,16371,1,77964,24,616.1691666666667,2416.67,5.23,0,9,16,,
CUST_00690,58,Male,Single,Bachelor,Employed,54903,642,6,0.83,0.55,0,9,176,5716,0,7126,26,554.9273076923077,1206.2,42.22,1,10,14,,
CUST_00691,26,Female,Single,High School,Employed,66780,604,1,0.77,0.2,3,1,166,23800,1,77997,14,514.3242857142857,2018.72,7.99,0,9,8,,
CUST_00692,64,Female,Married,Bachelor,Employed,59125,679,6,0.15,0.55,1,9,71,18425,0,43193,16,680.275,2363.48,15.53,1,9,10,,
CUST_00693,65,Female,Married,Bachelor,Employed,51912,690,6,0.53,0.97,0,25,76,12476,0,48562,16,378.30125,1237.06,1.49,0,8,13,,
CUST_00694,52,Male,Single,Bachelor,Employed,48604,716,7,0.11,0.1,1,6,121,10525,0,21252,24,499.5925,2591.24,45.98,0,8,12,,
CUST_00695,65,Male,Married,Bachelor,Employed,42761,700,7,0.17,0.97,3,7,73,16579,0,67259,14,377.67428571428576,1153.47,5.22,0,7,10,,
CUST_00696,67,Female,Married,Bachelor,Unemployed,54346,720,3,0.24,0.78,0,11,126,19701,0,54588,21,464.8852380952381,2619.58,76.98,0,9,13,,
CUST_00697,41,Male,Married,Bachelor,Employed,61025,731,7,0.91,0.14,1,28,67,24136,0,73641,19,425.1884210526316,1493.33,27.74,1,7,14,,
CUST_00698,36,Male,Single,Master,Employed,63437,580,2,0.37,0.81,2,15,107,12482,0,50925,19,557.8963157894738,1380.6,45.97,0,10,13,,
CUST_00699,41,Male,Married,Master,Employed,60473,611,2,0.92,0.74,0,12,42,17512,0,61987,16,373.495625,1503.05,2.1,0,6,12,,
CUST_00700,31,Female,Single,Bachelor,Self-employed,57050,604,1,0.75,0.57,1,23,173,10832,1,41484,17,537.5394117647058,1692.61,49.42,2,10,11,,
CUST_00701,57,Female,Single,Master,Employed,31858,658,2,0.75,0.77,0,24,106,3771,0,12894,17,437.24,2355.15,12.15,0,9,11,,
CUST_00702,56,Female,Married,High School,Employed,77447,618,2,0.8,0.14,2,8,154,27377,1,126086,18,621.7288889,1862.68,66.81,0,8,11,,
CUST_00703,55,Male,Married,Master,Employed,36989,630,9,0.1,0.72,1,19,115,8510,0,16940,25,438.6996,1566.23,8.99,0,10,16,,
CUST_00704,39,Male,Single,Bachelor,Employed,67578,703,3,0.81,0.64,1,10,40,24490,0,51660,21,553.0128571428571,1877.26,5.7,0,10,13,,
CUST_00705,40,Female,Single,Bachelor,Employed,78532,677,1,0.25,0.28,1,28,59,18255,0,77057,14,475.99642857142857,1738.38,79.42,1,8,9,,
CUST_00706,38,Female,Married,Bachelor,Employed,77957,625,2,0.98,0.69,1,8,142,8863,1,10871,20,646.6859999999999,2197.25,2.62,0,8,13,,
CUST_00707,67,Female,Single,Bachelor,Employed,71990,689,8,0.85,0.68,3,15,97,8226,1,18563,16,489.183125,1904.2,27.8,1,8,12,,
CUST_00708,61,Female,Married,High School,Employed,61117,664,2,1,0.24,2,3,116,18853,1,88157,19,605.7878947368421,2561.25,41.01,0,10,13,,
CUST_00709,69,Male,Married,High School,Employed,46451,664,4,0.94,0.15,1,21,184,14798,0,34789,14,397.1507142857143,1107.69,0.27,0,9,9,,
CUST_00710,34,Female,Married,High School,Employed,39029,683,9,0.36,0.36,2,13,124,15434,1,72906,20,404.745,1604.62,41.17,0,10,11,,
CUST_00711,35,Male,Married,Bachelor,Employed,60541,527,9,0.94,0.4,1,28,135,13818,1,60296,21,378.5309523809524,1159.65,4.45,0,10,14,,
CUST_00712,51,Male,Married,High School,Self-employed,49808,605,7,0.33,0.82,0,7,107,17140,0,73871,20,543.413,1700.42,43.64,1,9,11,,
CUST_00713,21,Female,Married,High School,Unemployed,52310,599,1,0.66,0.44,0,19,33,9886,0,14117,21,558.8704761904762,1718.71,12.67,1,8,13,,
CUST_00714,23,Male,Married,High School,Employed,70373,651,5,0.82,0.74,1,6,160,12128,1,13373,12,590.5816666666667,1983.94,59.91,0,6,11,,
CUST_00715,36,Male,Single,High School,Employed,57294,688,5,0.38,0.46,0,20,152,6211,0,27475,20,595.1155,3208.13,3.33,0,8,13,,
CUST_00716,43,Male,Single,Master,Unemployed,48729,624,2,0.2,0.07,0,23,176,12652,0,48576,19,420.36315789473684,1263.76,20.03,1,8,13,,
CUST_00717,31,Male,Divorced,Bachelor,Self-employed,104799,603,7,0.89,0.65,0,11,34,18020,1,45099,29,609.7320689655172,2451.11,8.65,0,10,16,,
CUST_00718,32,Female,Single,PhD,Self-employed,54951,541,1,0.1,0.9,2,6,54,15382,0,36075,29,446.69620689655176,2602.69,50.06,1,10,17,,
CUST_00719,30,Male,Married,Bachelor,Employed,71703,668,1,0.36,0.52,0,9,62,14184,0,18426,17,518.7411764705882,1869.28,32.67,1,9,11,,
CUST_00720,52,Male,Married,Master,Employed,70409,591,1,0.54,0.7,2,29,128,22342,0,70776,20,538.0305000000001,1818.17,2.83,1,8,12,,
CUST_00721,36,Male,Married,Bachelor,Unemployed,53744,665,7,0.8,0.78,4,10,24,15802,0,48397,20,381.352,1291.04,6.12,0,9,16,,
CUST_00722,28,Male,Single,Bachelor,Employed,49644,605,4,0.87,0.47,0,23,181,18960,0,66998,25,511.95599999999996,1300.83,36.69,0,9,11,,
CUST_00723,58,Male,Single,Bachelor,Employed,35512,677,4,0.51,0.25,1,23,111,8685,0,35006,29,469.44241379310347,1868.42,22.69,3,10,15,,
CUST_00724,32,Female,Single,Bachelor,Self-employed,63671,668,9,0.57,0.86,3,23,50,11303,0,26625,24,658.10375,2384.41,3.28,0,10,12,,
CUST_00725,44,Male,Single,Bachelor,Self-employed,60533,561,4,0.85,0.83,0,6,160,13970,0,42176,30,569.9766666666667,1326.29,21.66,1,10,15,,
CUST_00726,48,Female,Divorced,Master,Unemployed,41816,693,8,0.47,0.86,0,10,80,16134,0,42002,23,323.5547826086957,1203.62,59.45,1,8,13,,
CUST_00727,28,Female,Married,Master,Employed,79027,664,1,0.56,0.83,1,28,109,22151,0,25652,25,558.3956,1813.55,1.44,0,10,11,,
CUST_00728,48,Female,Married,Bachelor,Employed,69371,704,3,0.02,0.13,1,19,128,19782,0,37888,20,539.646,1746.23,11.63,1,8,13,,
CUST_00729,56,Male,Married,PhD,Employed,60301,580,1,0.95,0.41,0,13,106,23258,1,102174,17,462.14352941176475,1690.59,2.14,0,8,12,,
CUST_00730,46,Male,Single,PhD,Self-employed,54465,594,1,0.57,0.19,1,22,132,21318,1,65310,9,961.3466666666666,3690.85,376.01,1,6,7,,
CUST_00731,28,Female,Single,Bachelor,Employed,56788,630,3,0.73,0.16,0,28,23,21680,0,75109,19,723.6542105263158,2972.79,170.2,0,8,12,,
CUST_00732,48,Female,Single,Master,Employed,42274,642,4,0.25,0.78,2,14,101,10821,0,39781,16,461.32375,2524.4,19.56,0,9,10,,
CUST_00733,48,Female,Married,High School,Self-employed,50916,636,6,0.66,0.48,2,19,86,16045,1,73461,23,395.06347826086954,2206.68,0.25,0,8,15,,
CUST_00734,57,Female,Married,High School,Employed,70849,552,3,0.46,0.09,2,25,168,14947,1,41430,24,607.0962499999999,2380.43,24.32,0,9,13,,
CUST_00735,61,Female,Married,High School,Self-employed,57576,663,8,0.11,0.41,1,28,12,21691,1,100939,25,463.8692,1308.47,51.48,0,9,13,,
CUST_00736,56,Female,Married,Master,Employed,92122,635,8,0.83,0.99,1,11,121,33620,0,167088,21,606.4657142857143,2390.48,25.24,1,9,13,,
CUST_00737,47,Female,Divorced,High School,Employed,50989,630,3,0.84,0.21,1,19,24,15788,0,61929,16,465.808125,1716.89,6.68,0,7,11,,
CUST_00738,37,Male,Single,High School,Employed,58711,650,3,0.06,0.4,3,22,85,8466,1,34948,21,551.0852380952381,2218.91,21.94,1,8,13,,
CUST_00739,29,Female,Married,High School,Employed,67212,662,6,0.39,0.59,1,22,67,13939,1,67316,20,303.46750000000003,1108.57,3.22,0,9,11,,
CUST_00740,53,Female,Single,Bachelor,Employed,69329,643,1,0.28,0.2,1,18,112,26354,0,83372,19,458.1068421052632,1059.9,8.31,0,10,10,,
CUST_00741,40,Male,Married,Bachelor,Employed,56218,601,1,0.52,0.97,0,0,69,19252,0,58336,18,412.56944444444446,1021.18,13.14,0,8,14,,
CUST_00742,33,Female,Single,High School,Employed,49437,580,5,0.49,0.63,2,24,115,6830,0,7023,23,596.7704347826087,4099.72,35.28,0,9,13,,
CUST_00743,48,Female,Married,Bachelor,Employed,55568,694,7,0.66,0.23,1,16,99,21523,1,43162,15,681.4480000000001,1960.21,28.88,0,9,11,,
CUST_00744,68,Female,Single,High School,Employed,66479,600,1,0.25,0.45,0,21,29,8876,1,28802,21,733.3514285714286,1850.42,19.16,0,8,14,,
CUST_00745,49,Female,Single,High School,Self-employed,56042,587,2,0.22,0.36,0,1,19,5865,0,28592,26,414.94576923076926,1536.04,2.76,0,8,14,,
CUST_00746,33,Male,Married,Master,Unemployed,96493,651,9,0.72,0.12,2,5,113,23251,1,59750,20,452.3095,1457.23,1.46,1,9,14,,
CUST_00747,66,Female,Single,PhD,Employed,55703,673,1,0.98,0.28,1,11,121,20722,0,94991,23,486.1895652173913,1051.18,27.96,0,10,16,,
CUST_00748,55,Female,Single,Bachelor,Employed,63729,713,3,0.95,0.55,0,0,105,8825,1,15477,21,597.6171428571428,2954,12.22,0,10,13,,
CUST_00749,26,Female,Married,Bachelor,Self-employed,60623,606,8,0.79,0.09,0,14,78,7029,1,20716,25,549.2056,2216.68,13.04,1,8,16,,
CUST_00750,38,Male,Married,PhD,Employed,56832,613,2,0.07,0.05,2,28,63,19170,0,44539,19,531.37,1600.76,31.93,0,8,12,,
CUST_00751,25,Male,Married,Bachelor,Unemployed,73154,660,7,0.24,0.54,1,17,52,17757,0,67150,18,563.1288888888889,2349.8,18.94,0,10,10,,
CUST_00752,67,Female,Married,Master,Employed,44829,682,2,0.69,0.43,2,12,88,17928,0,77465,21,513.3538095238096,1790.43,75.47,0,8,13,,
CUST_00753,45,Male,Single,Bachelor,Employed,95513,620,3,0.3,0.19,1,25,192,13082,0,13270,18,492.5594444444444,2315.36,35.22,0,9,13,,
CUST_00754,22,Male,Single,High School,Unemployed,49830,682,9,0.39,0.71,2,29,90,5693,0,6573,25,761.7439999999999,3822.09,17.18,1,10,14,,
CUST_00755,30,Female,Married,Bachelor,Employed,67143,619,4,0.95,0.09,0,4,61,12512,1,41097,18,434.05277777777775,1391.24,26.68,0,8,11,,
CUST_00756,50,Male,Single,Bachelor,Employed,63174,655,7,0.09,0.27,2,0,16,8273,0,25821,25,306.92760000000004,1070.7,0.02,0,9,13,,
CUST_00757,65,Male,Married,Bachelor,Employed,59700,584,6,0.86,0.1,2,1,10,7299,1,24137,23,525.7426086956522,1659.21,50.9,0,9,12,,
CUST_00758,25,Male,Single,High School,Employed,79818,670,7,0.05,0.73,1,3,144,31843,0,43814,18,675.625,2283.14,7.04,1,10,16,,
CUST_00759,53,Male,Married,Master,Self-employed,89190,675,7,0.34,0.63,0,15,85,33188,0,80669,18,343.20500000000004,826.34,39.09,0,8,11,,
CUST_00760,21,Female,Divorced,High School,Employed,48302,659,2,0.56,0.19,1,9,17,12474,0,13168,15,654.1006666666667,2908.04,20.91,0,8,10,,
CUST_00761,38,Male,Married,Bachelor,Employed,48600,556,1,0.36,0.56,0,22,46,5384,1,25631,22,648.1968181818182,2319.29,7.02,0,10,15,,
CUST_00762,52,Male,Married,Bachelor,Self-employed,68132,630,6,0.96,0.7,0,24,115,24106,1,53575,31,540.8919354838711,1776.12,7.91,0,10,16,,
CUST_00763,67,Female,Married,Bachelor,Employed,59275,667,7,0.5,0.03,0,10,182,12464,1,17885,26,488.49461538461543,1635.93,16.23,0,10,14,,
CUST_00764,69,Female,Married,High School,Employed,52530,610,2,0.73,0.66,0,19,188,16732,1,62050,20,384.3435,1692.87,36.72,2,7,14,,
CUST_00765,31,Female,Married,Bachelor,Employed,55754,710,2,0.7,0.31,1,13,68,17994,1,28071,22,472.13863636363635,1831.03,4.23,1,9,13,,
CUST_00766,41,Male,Single,High School,Self-employed,52517,763,9,0.84,0.14,0,16,140,19152,0,22305,23,454.55,2597.55,33.93,1,9,14,,
CUST_00767,46,Male,Married,Bachelor,Employed,43200,606,5,0.86,0.82,0,17,74,17265,1,37749,23,459.9952173913043,1050.19,49.7,0,10,15,,
CUST_00768,45,Female,Single,Bachelor,Self-employed,64084,681,7,0.47,0.61,1,0,177,23952,0,111788,22,438.35499999999996,1560.2,17.55,1,8,14,,
CUST_00769,42,Male,Single,PhD,Employed,60787,642,1,0.86,0.55,1,25,13,20135,1,74627,26,543.9926923076923,1674.87,3.86,0,10,15,,
CUST_00770,47,Female,Married,PhD,Employed,53203,672,4,0.65,0.84,1,25,97,10816,0,11050,25,481.19480000000004,2736.84,34.82,0,7,16,,
CUST_00771,69,Male,Single,Master,Self-employed,31447,644,2,0.69,0.27,1,27,53,11623,0,55484,23,652.4043478260869,1730.47,83.68,0,10,14,,
CUST_00772,33,Male,Married,PhD,Employed,55021,640,5,0.17,0.01,1,14,47,10310,0,47029,24,579.7179166666666,1459.47,7.27,0,8,13,,
CUST_00773,53,Female,Married,High School,Employed,89397,626,1,0.25,0.95,1,6,119,26346,0,45430,14,425.80571428571426,1020.44,2.81,0,9,10,,
CUST_00774,54,Female,Divorced,PhD,Unemployed,54999,675,7,0.69,0.26,3,9,98,21785,0,66068,20,363.033,1411.46,3.83,0,9,13,,
CUST_00775,61,Female,Married,High School,Employed,55472,574,2,0.27,0.63,1,26,41,20519,0,97015,23,582.7352173913043,2972.48,5.95,0,10,14,,
CUST_00776,55,Male,Married,Bachelor,Self-employed,52754,614,3,0.49,0.98,0,0,53,14113,1,51307,16,315.866875,627.89,17.3,0,9,12,,
CUST_00777,21,Male,Single,High School,Employed,69290,654,5,0.49,0.23,3,8,14,9382,0,9661,17,424.48,2383.35,21.09,0,8,11,,
CUST_00778,41,Female,Married,PhD,Employed,76107,620,9,0.23,0.99,2,22,153,25598,0,41519,19,448.54157894736835,1722.18,3.11,0,9,13,,
CUST_00779,68,Female,Single,Bachelor,Employed,50165,711,4,0.57,0.54,0,25,133,13539,0,13986,30,536.1626666666666,2099.94,14.62,0,10,13,,
CUST_00780,26,Male,Single,Bachelor,Unemployed,37430,677,8,0.56,0.96,2,25,98,10274,0,40366,18,469.7272222222222,1325.38,37.04,0,7,10,,
CUST_00781,48,Male,Married,PhD,Employed,54888,596,8,0.13,0.09,2,3,114,14416,0,54874,19,434.9821052631579,1274.15,9.55,0,10,12,,
CUST_00782,37,Male,Single,Bachelor,Employed,52126,637,4,0.38,0.53,2,19,37,10369,1,25059,14,279.79785714285714,782.46,11.48,0,8,11,,
CUST_00783,25,Female,Single,Bachelor,Employed,56871,689,4,0.37,0.94,0,1,125,7686,0,13369,30,613.8009999999999,2966.67,7.57,2,10,16,,
CUST_00784,51,Female,Married,High School,Self-employed,77909,665,2,0.56,0.16,1,7,27,14457,0,72241,28,428.62928571428574,1742.33,19.01,1,10,17,,
CUST_00785,25,Female,Single,Master,Unemployed,44647,643,8,0.75,0.28,0,12,75,15173,0,49098,12,918.0091666666667,1982.03,34.67,0,7,9,,
CUST_00786,58,Male,Single,PhD,Self-employed,66329,642,1,0.02,0.21,0,21,73,8074,0,23311,20,412.20950000000005,1283.61,10.76,1,9,14,,
CUST_00787,23,Female,Single,PhD,Self-employed,66427,708,5,0.13,0.97,2,17,26,19768,0,83107,26,623.8,2215.54,5.68,0,10,16,,
CUST_00788,43,Male,Married,High School,Employed,67559,583,8,0.3,0.26,0,21,155,13200,0,44389,22,582.9022727272727,2219.04,13.87,1,9,14,,
CUST_00789,57,Female,Married,High School,Self-employed,70433,741,6,0.81,0.12,1,5,63,13840,0,22482,15,665.154,1875.85,11.87,0,7,10,,
CUST_00790,57,Female,Married,Bachelor,Employed,31668,660,4,0.48,0.8,1,14,173,8134,0,15717,17,522.7141176470589,1310.91,17.89,0,10,13,,
CUST_00791,30,Male,Single,Bachelor,Self-employed,69071,735,9,0.51,0.51,0,23,31,15088,1,64991,14,442.5021428571428,1090.82,11.5,0,7,9,,
CUST_00792,30,Male,Married,Bachelor,Employed,59847,648,3,0.41,0.59,1,26,139,20882,1,61833,17,376.2752941176471,1213.33,52.49,1,8,11,,
CUST_00793,39,Male,Married,Bachelor,Employed,49652,774,9,0.42,0.61,1,24,116,18010,0,30666,15,571.7613333333334,1827.77,60.5,0,9,9,,
CUST_00794,37,Male,Single,Master,Employed,84800,618,1,0.98,0.61,1,7,192,28926,1,139512,22,656.4136363636363,2009.14,14.85,2,9,15,,
CUST_00795,41,Female,Married,PhD,Self-employed,73393,653,4,0.9,0.45,1,12,68,27508,0,115236,24,605.24,2207.86,4.91,1,9,15,,
CUST_00796,34,Female,Married,High School,Self-employed,47840,690,3,0.73,0.98,0,4,54,12285,0,52566,14,385.21999999999997,1394.9,68.31,0,6,11,,
CUST_00797,29,Female,Married,High School,Employed,52854,689,2,0.32,0.17,2,12,73,10664,0,49037,13,731.9353846153846,1602.69,2.46,0,7,10,,
CUST_00798,66,Female,Married,High School,Employed,76197,606,4,0.51,0.96,1,8,175,13486,1,31039,21,459.0990476190476,1505.22,3.2,1,10,15,,
CUST_00799,21,Female,Single,Bachelor,Unemployed,59540,577,4,0.69,0.29,0,3,41,20663,1,38488,15,432.336,1977.94,29.91,1,7,11,,
CUST_00800,65,Male,Married,Bachelor,Employed,40541,608,9,0.39,0.19,1,28,24,7357,0,12937,19,483.99842105263156,1723.09,35.02,1,9,15,,
CUST_00801,33,Male,Married,Bachelor,Employed,86358,637,6,0.52,0.63,1,21,27,26648,0,100934,13,348.42153846153843,1065.72,99.18,0,7,8,,
CUST_00802,24,Female,Married,PhD,Unemployed,56316,642,6,0.15,0.89,3,18,136,11534,1,22446,17,470.4717647058823,1829.76,0.61,0,9,10,,
CUST_00803,21,Male,Married,Bachelor,Self-employed,60455,655,6,0.09,0.36,0,9,173,15639,0,49724,18,379.7944444444445,843.63,8.9,0,8,13,,
CUST_00804,69,Female,Married,Bachelor,Employed,66887,686,6,0.17,0.08,1,28,17,23752,0,108361,11,708.33,1952.04,9.44,0,7,9,,
CUST_00805,60,Male,Married,Master,Employed,47456,644,8,0.76,0.54,1,8,133,7085,0,7850,20,483.78999999999996,2243.05,5.06,0,9,14,,
CUST_00806,52,Female,Married,Master,Employed,79451,550,4,0.19,0.99,0,8,156,15235,1,22807,26,505.5161538461538,2045.71,5.97,0,10,15,,
CUST_00807,54,Female,Married,Bachelor,Employed,46077,698,1,0.92,0.39,0,14,23,5644,0,15237,16,520.513125,1915.43,14.29,0,8,11,,
CUST_00808,48,Male,Single,Master,Employed,63603,708,3,0.37,0.02,1,5,59,13230,0,62576,16,516.8774999999999,2451.66,23.96,0,7,11,,
CUST_00809,51,Male,Married,Bachelor,Self-employed,52102,666,8,0.17,0.5,2,26,98,16115,0,46621,29,452.0117241,2413.21,8.36,0,10,15,,
CUST_00810,28,Female,Married,Master,Employed,75977,635,1,0.83,0.38,1,6,49,20283,1,60790,10,467.784,931.29,12.16,0,6,8,,
CUST_00811,59,Male,Single,Bachelor,Employed,68517,662,5,0.46,0.07,1,12,11,13889,1,16625,24,403.7091666666667,1517.22,0.49,0,9,16,,
CUST_00812,46,Male,Single,High School,Employed,57331,708,2,0.39,0.87,0,23,58,13258,0,43275,14,734.0657142857143,1668.99,19.88,0,7,5,,
CUST_00813,54,Female,Single,Master,Employed,36732,594,4,0.33,0.62,1,3,25,6200,0,30976,16,427.500625,2047.6,1.6,0,8,11,,
CUST_00814,23,Male,Single,Bachelor,Employed,65665,619,3,0.33,0.15,2,0,29,19101,0,68862,23,453.0426086956522,1313.1,56.78,1,9,16,,
CUST_00815,32,Female,Single,Bachelor,Self-employed,62177,618,1,0.66,0.93,3,8,169,9262,1,44892,19,519.9089473684211,1470.13,9.07,0,9,13,,
CUST_00816,21,Female,Single,Master,Employed,36846,593,5,0.54,0.58,0,2,157,6758,0,31794,37,479.54810810810807,2703.09,0.7,1,10,16,,
CUST_00817,64,Male,Married,Bachelor,Self-employed,63066,783,9,0.47,0.69,1,29,44,19866,1,86174,21,631.8871428571429,3730.49,42.98,0,8,14,,
CUST_00818,25,Female,Single,Bachelor,Employed,69879,656,3,0.45,0.58,2,20,149,13589,0,25269,12,558.1158333333333,2851.88,10.32,0,5,9,,
CUST_00819,50,Female,Single,Master,Employed,60969,593,1,0.14,0.98,1,2,106,19726,0,56669,13,526.3892307692308,1560.16,30.52,0,9,10,,
CUST_00820,50,Male,Married,Master,Employed,52538,581,1,0.83,0.89,2,3,20,7370,0,24753,17,571.8100000000001,1946.12,23.7,0,7,10,,
CUST_00821,37,Male,Single,Master,Employed,80593,692,1,0.93,0.02,0,8,161,25150,1,93889,22,588.5572727272728,1930.85,16.42,1,10,13,,
CUST_00822,68,Male,Married,Master,Employed,87381,707,4,0.8,0.01,2,9,122,21132,0,68466,14,684.2535714285714,2028.18,20.59,0,8,10,,
